sector,cname,bse_code
Textile -  Textiles  -  Others,Acil Cotton Industries Limited,530901
Leather & Footwear -  Garment,Acknit Industries Limited,530043
Real Estate -  Real Estate,Acknit Industries Limited,532799
Others -  Miscella  -  Others,ACL Projects Limited,512355
Others -  Miscella  -  Others,ACL Projects Limited,513149
Others -  Miscella  -  Others,Acrysil Limited,524091
Others -  Miscella  -  Others,Acrysil Limited,532762
Financial Services -  Broking and Investment Management,Action Financial Services (India) Limited,511706
IT -  Software  -  Small/Medium,Adam Comsof Limited,26177
IT -  Software  -  Small/Medium,Adam Comsof Limited,512599
IT -  Software  -  Small/Medium,Adam Comsof Limited,533096
Chemicals -  Organic Chemicals,Adarsh Chemicals & Fertilizers Limited,6225
Others -  Miscella  -  Others,Adarsh Chemicals & Fertilizers Limited,526711
Telecom -  Telecom Equipment,Adarsh Chemicals & Fertilizers Limited,523411
Textile -  Textiles  -  Others,Adarsh Chemicals & Fertilizers Limited,507852
Steel -  Steel  -  Others,Adarsh Chemicals & Fertilizers Limited,532727
Textile -  Composite Mills,Adhunik Synthetics Limited,14055
Textile -  Textiles  -  Others,Adhunik Synthetics Limited,14452
Pharmaceuticals -  Pharmaceuticals  -  Others,Adhunik Synthetics Limited,590088
Textile -  Textiles  -  Others,Adinath Textiles Limited,14113
Chemicals -  Chlor - alkali,Adinath Textiles Limited,500057
Financial Services -  Investment,Adinath Textiles Limited,532974
Diversified -  Large,Aditya Birla Nuvo Limited,500303
Engineering -  Forging/Casting,Aditya Birla Nuvo Limited,522150
Auto Ancillaries -  Transmission and Steering,Aditya Gears Limited,31677
Chemicals -  Chemicals  -  Others,Aditya Gears Limited,30693
Steel -  Steel  -  Others,Aditya Ispat Limited,513513
Steel -  Steel  -  Others,Aditya Ispat Limited,14338
Others -  Trading,Ador Fontech Limited,530431
Packaging -  Packaging,Ador Technopack Limited,16076
Packaging -  Packaging,Ador Technopack Limited,517041
Packaging -  Packaging,Ador Technopack Limited,26331
Chemicals -  Speciality Chemicals,Advance Petrochemicals Limited,6947
Financial Services -  NBFC  -  Small / Medium,Advance Powerinfra Tech Limited,31047
IT -  Software  -  Small/Medium,Advance Powerinfra Tech Limited,531429
Pharmaceuticals -  Formulations,Advance Powerinfra Tech Limited,531686
Pharmaceuticals -  Formulations,Aesculapius Remedies Limited,31786
Pharmaceuticals -  Formulations,Aesculapius Remedies Limited,530707
Financial Services -  NBFC  -  Small / Medium,Aesculapius Remedies Limited,503675
Courier and Logistic Services -  Courier and Logistic Services,Agarwal Industrial Corporation Limited,531921
Telecom -  Telecom Equipment,Agarwal Industrial Corporation Limited,500463
Others,Agri-Marine Exports Limited,19536
Food Products -  Solvent Extraction,Agro Tech Foods Limited,500215
Pharmaceuticals -  Bulk Drugs and Formulations,Ahlcon Parenterals (India) Limited,524448
Pharmaceuticals -  Bulk Drugs and Formulations,Ahlcon Parenterals (India) Limited,532811
Chemicals -  Industrial Gases,Ahlcon Parenterals (India) Limited,26735
Engineering -  Forging/Casting,Ahmednagar Forgings Limited,513335
Engineering -  Electrical Equipment,Ahura Welding Electrode Manufacturers Limited,30749
Engineering -  Electrical Equipment,Ahura Welding Electrode Manufacturers Limited,532975
Food Products -  Solvent Extraction,Ajanta Soya Limited,519216
Others -  Miscella  -  Others,Ajcon Global Services Limited,511692
Financial Services -  NBFC  -  Small / Medium,Ajel Infotech Limited,530713
Steel -  Steel  -  Others,Ajmera Realty and Infra India Limited,513349
Packaging -  Packaging,Akar Laminators Limited,5
Engineering -  Machine Tools,Akar Tools Limited,530621
Others -  Trading,Akash Agencies Limited,1413
Plastic Processing -  Plastic processing  -  Others,Akash Agencies Limited,31838
Financial Services -  NBFC  -  Small / Medium,Akash Agencies Limited,26985
Financial Services -  NBFC  -  Small / Medium,Akash Agencies Limited,532351
Chemicals -  Speciality Chemicals,Akzo Nobel Chemicals (India) Limited,82
Paints -  Paints,Akzo Nobel Chemicals (India) Limited,500710
Engineering -  Electronics,Alacrity Electronics Limited,17362
Chemicals -  Inorganic Chemicals,Alang Industrial Gases Limited,31517
Engineering -  Heavy  -  General (CM),Alang Marine Limited,20133
Engineering -  Heavy  -  General (CM),Alang Marine Limited,20133
Engineering -  Heavy  -  General (CM),Alang Marine Limited,524075
Chemicals -  Inorganic Chemicals,Albright & Wilson Chemicals India Limited,506230
Agro Inputs -  Pesticides,Alchemie Organics Limited,24596
Food Products -  Food Products  -  Others,Alchemist Limited,526707
sector,cname,bse_code
,,502241
Food Products -  Processed Foods,I B Infotech Enterprises Limited,19463
Oil and Gas -  Refining and Marketing,I B P Company Limited,198
Financial Services -  NBFC  -  Small / Medium,I C D S Limited,11194
IT -  Software  -  Small/Medium,I C E S Software Limited,17502
Banks -  PrivateBSE,I C I C I Bank Limited,17502
Banks -  PrivateBSE,I C I C I Bank Limited-PPS,17502
Others,I C I C I Home Finance Company Limited,NA
Power -  Power  -  Equipments,I C I C I Home Finance Company Limited,531524
Banks -  PrivateBSE,I D B I Bank Limited (Merged),531524
Chemicals -  Organic Chemicals,I F B Agro Industries Limited,507438
Consumer Durables -  White Goods,I F B Industries Limited,505726
Financial Services -  Financial Institutions,I F B Industries Limited,500106
Engineering -  Refractories,I F G L Refractories Limited,532133
Food Products -  Processed Foods,I F G L Refractories Limited,22289
Financial Services -  NBFC  -  Small / Medium,I K F Finance Limited,530719
IT -  Software  -  Small/Medium,I K F Technologies Limited,532414
Engineering -  Electrical Equipment,I M P Powers Limited,517571
IT -  Internet,I O L Netcom Limited,512185
Engineering -  Fasteners,I S P L Industries Limited,13041
Diversified -  Small / Medium,I S T Limited,508807
Diversified -  Small / Medium,I S T Limited,500875
Telecom -  Telecom Equipment,I T I Limited,523610
Engineering -  Machine Tools,I T I Limited,522183
Engineering -  Engineering  -  Others,I T I Limited,217
Food Products -  Solvent Extraction,I V P Limited,507580
Const/Bldg Material -  Construction  -  Infrastructure,I V R C L Infrastructure & Projects Limited,530773
IT -  Software  -  Small/Medium,i-Power Solutions India Limited,512405
IT -  Software  -  Small/Medium,i-Power Solutions India Limited,30115
Media and Entertainment -  Television Broadcasting,IBN18 Broadcast Limited,532800
Media and Entertainment -  Television Broadcasting,IBN18 Broadcast Limited,390134
Oil and Gas -  Lubricants,Iccon Oil & Specialities Limited,23766
Financial Services -  MFs (Asset Management Companies),Iccon Oil & Specialities Limited,11443
Engineering -  Electronics,Icicon Electronics Limited,26069
Pharmaceuticals -  Formulations,Icon Biopharma and Healthcare Limited,31348
Pharmaceuticals -  Formulations,Icon Biopharma and Healthcare Limited,532835
Telecom -  Service Provider,Idea Cellular Limited,532822
Textile -  Textiles  -  Others,Ideal Carpets Limited,26259
Personal Care -  Personal Care  -  Others,Ideal Optics Limited,31328
Personal Care -  Personal Care  -  Others,Ideal Optics Limited,504375
Financial Services -  NBFC  -  Small / Medium,IFL Promoters Limited,511682
Financial Services -  NBFC  -  Small / Medium,IFSL Limited,31998
Auto Ancillaries -  Auto Ancillaries  -  Others,IFSL Limited,517380
Financial Services -  Broking and Investment Management,IFSL Limited,514238
Financial Services -  Broking and Investment Management,IFSL Limited,533177
Steel -  Steel  -  Others,Impex Ferro Tech Limited,532614
Steel -  Steel  -  Others,Impex Ferro Tech Limited,526610
Mining -  Minerals,Impex Ferro Tech Limited,531129
Mining -  Minerals,Impex Ferro Tech Limited,531672
Mining -  Minerals,Impex Ferro Tech Limited,531025
Others,Incap Financial Services Limited,530887
Engineering -  Electronics,Incap Limited,517370
Engineering -  Heavy  -  General (CM),Incon Engineers Limited,531594
Engineering -  Light  -  General,Incon Engineers Limited,22095
Engineering -  Light  -  General,Incon Engineers Limited,523465
Financial Services -  MFs (Asset Management Companies),Ind Ratna,32059
Others -  Trading,Ind Tra Deco Limited,504336
Textile -  Textiles  -  Others,Ind-Agiv Commerce Limited,517077
Telecom -  Telecom Equipment,Ind-Agiv Commerce Limited,5260
Textile -  Textiles  -  Others,India E-Commerce Limited,31061
Textile -  Textiles  -  Others,India E-Commerce Limited,509684
Chemicals -  Inorganic Chemicals,India E-Commerce Limited,531253
Chemicals -  Organic Chemicals,India Glycols Limited,500201
Financial Services -  NBFC  -  Small / Medium,India Home Loans Limited,530979
Financial Services -  Broking and Investment Management,India Infoline Limited,532636
Others -  Trading,India International Marketing Centre Limited,31053
Financial Services -  NBFC  -  Small / Medium,India Lease Development Limited,500202
Automobiles -  Automobiles  -  Others,India Motor Parts & Accessories Limited,590065
sector,cname,bse_code
Pharmaceuticals -  Bulk Drugs and Formulations,J B Chemicals & Pharmaceuticals Limited,506943
Textile -  Spinning  -  Cotton/Blends,J B F Industries Limited,514034
Auto Ancillaries -  Auto Ancillaries  -  Others,J B M Auto Limited,532605
Others -  Miscella  -  Others,J C L Limited,30335
Consumer Durables -  Picture Tubes,J C L Limited,500222
Dye Stuff -  Dye Stuff,J C L Limited,524592
Chemicals -  Organic Chemicals,J F Laboratories Limited,23804
Financial Services -  NBFC  -  Small / Medium,J G Finance Limited,30963
Personal Care -  Personal Care Products,J G Finance Limited,532771
Personal Care -  Personal Care Products,J G Finance Limited,523062
Textile -  Textiles  -  Others,J G Finance Limited,31839
Cement -  Cement,J G Finance Limited,532644
Financial Services -  NBFC  -  Small / Medium,J K Investo Trade (India) Limited,6515
Financial Services -  NBFC  -  Small / Medium,J K Investo Trade (India) Limited,500380
Financial Services -  NBFC  -  Small / Medium,J K Investo Trade (India) Limited,532162
Sugar -  Sugar,J K Sugar Limited,532519
Sugar -  Sugar,J K Sugar Limited,532940
Const/Bldg Material -  Construction  -  Housing/Industrial,J M C Projects (India) Limited,522263
Const/Bldg Material -  Construction  -  Housing/Industrial,J M C Projects (India) Limited,31765
Media and Entertainment -  Media and Entertainment  -  Others,J M C Projects (India) Limited,511092
Packaging -  Packaging,J M C Projects (India) Limited,523712
Engineering -  Forging/Casting,J M C Projects (India) Limited,31159
Engineering -  Forging/Casting,J M C Projects (India) Limited,530985
Food Products -  Solvent Extraction,J M C Projects (India) Limited,530915
Food Products -  Solvent Extraction,J M C Projects (India) Limited,532745
Others,J S L Industries Limited,4080
Food - Misc/DiversifiedBSE,J S L Industries Limited,4080
Auto Ancillaries -  Auto Ancillaries  -  Equipment,Jagan Lamps Limited,530711
Breweries and Distilleries -  Breweries and Distilleries  -  Others,Jagatjit Industries Limited,507155
Food Products -  Food Products  -  Others,Jagdamba Foods Limited,19578
Textile -  Spinning  -  Cotton/Blends,Jagjanani Textiles Limited,532825
Media and Entertainment -  Publishing,Jagran Prakashan Limited,532705
Media and Entertainment -  Publishing,Jagran Prakashan Limited,520139
Financial Services -  NBFC  -  Small / Medium,Jagran Prakashan Limited,30601
Pharmaceuticals -  Formulations,Jagsonpal Pharmaceuticals Limited,507789
Pharmaceuticals -  Formulations,Jagsonpal Pharmaceuticals Limited,532976
Pharmaceuticals -  Formulations,Jagsonpal Pharmaceuticals Limited,512237
Glass -  Glass,Jai Mata Glass Limited,523467
Textile -  Textiles  -  Others,Jai Mata Industries Limited,14392
Auto Ancillaries -  Auto Ancillaries  -  Others,Jai Mata Industries Limited,20071
Textile -  Textiles  -  Others,Jai Mata Industries Limited,514312
sector,cname,bse_code
,,530357
IT -  Education and Training,,NA
Cement -  Cement,"K C P Limited, The",590066
Textile -  Textiles  -  Others,K C Textiles Limited,2920
Pharmaceuticals -  Bulk Drugs,K C Textiles Limited,532291
Pharmaceuticals -  Bulk Drugs,K C Textiles Limited,30395
Power -  Power  -  Others,K E C International Limited,532714
Textile -  Textiles  -  Others,K E C International Limited,500239
Food Products -  Processed Foods,K E C International Limited,31947
Textile -  Composite  -  Readymade Garments,K G N Industries Limited,531612
Textile -  Composite  -  Readymade Garments,K G N Industries Limited,531609
Financial Services -  Investment,K J M C Financial Services Limited,530235
Financial Services -  Investment,K J M C Global Market (india) Limited,532304
IT -  Software  -  Small/Medium,K L G Systel Limited,531269
Others -  Miscella  -  Others,K L K Electrical Limited,517170
Const/Bldg Material -  Construction  -  Housing/Industrial,K L K Electrical Limited,531578
Const/Bldg Material -  Construction  -  Housing/Industrial,K L K Electrical Limited,11270
Const/Bldg Material -  Construction  -  Infrastructure,K L K Electrical Limited,22189
IT -  Software  -  Small/Medium,K P I T Cummins Infosystems Limited,532400
Textile -  Composite Mills,K P I T Cummins Infosystems Limited,532889
Textile -  Composite Mills,K P I T Cummins Infosystems Limited,530813
Textile -  Composite Mills,K P I T Cummins Infosystems Limited,13181
Media and Entertainment -  Media and Entertainment  -  Others,K Sera Sera Productions Limited,532081
Pharmaceuticals -  Formulations,Kabra Drugs Limited,24322
Mining -  Mining  -  Others,Kabra Drugs Limited,531778
Mining -  Mining  -  Others,Kabra Drugs Limited,530955
Mining -  Mining  -  Others,Kabra Drugs Limited,531780
Financial Services -  NBFC  -  Small / Medium,Kabra Drugs Limited,12147
Const/Bldg Material -  Building Material  -  Ceramics/Tiles and Sanitaryware,Kabra Drugs Limited,500233
Cement -  Cement,Kakatiya Cement Sugar & Industries Limited,500234
Textile -  Textiles  -  Others,Kakatiya Cement Sugar & Industries Limited,521054
IT -  Software  -  Small/Medium,Kale Consultants Limited,532268
Engineering -  Heavy  -  General (CM),Kalindee Rail Nirman (Engineers) Limited,522259
Engineering -  Heavy  -  General (CM),Kalindee Rail Nirman (Engineers) Limited,9034
"Gems, Jewellery and watches -  Gems, Jewellery and Watches",Kalpena Plastiks Limited,523652
Paper -  Paper  -  Large,Kalpena Plastiks Limited,590036
Engineering -  Forging/Casting,Kalpena Plastiks Limited,513509
Food Products -  Solvent Extraction,Kalpena Plastiks Limited,26809
Steel -  Mild and Alloy Steel Products,Kalyani Steels Limited,500235
Cement -  Cement,Kalyanpur Cements Limited,502150
Plastic Processing -  Plastic processing  -  Others,Kalyanpur Cements Limited,532468
Textile -  Textiles  -  Others,Kalyanpur Cements Limited,514322
Others -  Trading,Kamal Overseas Limited,31850
Plantation -  Tea and Coffee,Kamal Overseas Limited,30529
Others,Kamal Overseas Limited,1314
Const/Bldg Material -  Construction  -  Housing/Industrial,Kamal Overseas Limited,511131
Chemicals -  Inorganic Chemicals,Kamar Chemicals & Industries Limited,31001
Tourism / Hotels -  Resorts,Kamat Hotels (India) Limited,526668
Financial Services -  Investment,Kampani Consultants Limited,508853
Steel -  Steel  -  Others,Kamper Concast Limited,31475
Others,Kamron Laboratories Limited,24604
Others,Kamron Laboratories Limited,506184
Others,Kamron Laboratories Limited,530165
Others,Kamron Laboratories Limited,30603
Chemicals -  Chlor - alkali,Kamron Laboratories Limited,506525
sector,cname,bse_code
IT -  Education and Training,L C C Infotech Limited,32019
Textile -  Textiles  -  Others,L D Textile Industries Limited,2954
Others -  Miscella  -  Others,L G B Forge Limited,533007
Engineering -  Engineering  -  Others,L G Balakrishnan & Bros Limited,500250
Housing Finance -  Housing Finance,L G Balakrishnan & Bros Limited,500253
Financial Services -  Financial Services  -  Others,L G Balakrishnan & Bros Limited,507912
Textile -  Textiles  -  Others,L G Balakrishnan & Bros Limited,530745
Textile -  Textiles  -  Others,L G Balakrishnan & Bros Limited,14446
Food Products -  Processed Foods,L T Foods Limited,532783
Textile -  Textiles  -  Others,L W S Knitwear Limited,31402
Textile -  Textiles  -  Others,L W S Knitwear Limited,15099
Const/Bldg Material -  Construction  -  Housing/Industrial,Labh Construction And Industries Limited,30339
Pharmaceuticals -  Bulk Drugs,Lactose (India) Limited,524202
Financial Services -  NBFC  -  Small / Medium,Lactose (India) Limited,530577
Chemicals -  Speciality Chemicals,Laffans Petrochemicals Limited,524522
Chemicals -  Speciality Chemicals,Laffans Petrochemicals Limited,505302
Financial Services -  NBFC  -  Small / Medium,Lakshmi Finance & Industrial Corporation Limited,NA
Engineering -  Textile Machinery,Lakshmi Finance & Industrial Corporation Limited,500252
Textile -  Textiles  -  Others,Lakshmi Mills Company Limited,502958
Engineering -  Fasteners,Lakshmi Precision Screws Limited,506079
Engineering -  Fasteners,Lakshmi Precision Screws Limited,14146
Engineering -  Fasteners,Lakshmi Precision Screws Limited,12537
Banks -  PrivateBSE,Lakshmi Precision Screws Limited,12537
Banks -  PrivateBSE,Lakshmi Precision Screws Limited,11529
Plastic Processing -  Tubes Pipes & Fittings,Lalit Polymers & Electronics Limited,24250
Financial Services -  Investment,Lalphul Investments Limited,503659
sector,cname,bse_code
Cement -  Cement,O C L India Limited,502165
Steel -  Steel  -  Others,O C L India Limited,533008
IT -  Hardware,O R G Informatics Limited,517195
Others -  Miscella  -  Others,Oasis Securities Limited,512489
IT -  Software  -  Small/Medium,Octant Interactive Technologies Limited,590090
Financial Services -  Investment,Octant Interactive Technologies Limited,26895
Financial Services -  Investment,Octant Interactive Technologies Limited,531996
IT -  Software  -  Small/Medium,Octant Interactive Technologies Limited,530175
Media and Entertainment -  Media and Entertainment  -  Others,Odyssey Video Communications Limited,17465
Oil and Gas -  Exploration and Production,Oil & Natural Gas Corporation Limited,500312
Oil and Gas -  Exploration and Production,Oil & Natural Gas Corporation Limited,533106
Mining -  Mining  -  Others,Ojas Technochem Products Limited,26427
Financial Services -  Investment,Olympia Capitals Limited,11674
Textile -  Textiles  -  Others,Olympia Industries Limited,21105
Others,Olympic Management & Financial Services Limited,11632
Food Products -  Food Products  -  Others,Olympic Oil Industries Limited,507609
Steel -  Flat Products,OM Metals Infraprojects Limited,531092
Financial Services -  Investment,OM Metals Infraprojects Limited,30489
Auto Ancillaries -  Auto Ancillaries  -  Others,Omax Autos Limited,520021
Pharmaceuticals -  Formulations,Omega Laboratories Limited,24406
Others -  Trading,Omega Laboratories Limited,531496
Pharmaceuticals -  Bulk Drugs,Omega Laboratories Limited,532167
Dye Stuff -  Dye Stuff,Omni Dye-Chem Exports Limited,24384
sector,cname,bse_code
,,13291
sector,cname,bse_code
Financial Services -  NBFC  -  Small / Medium,N C C Finance Limited,531452
Financial Services -  NBFC  -  Small / Medium,N C C Finance Limited,502168
Financial Services -  NBFC  -  Small / Medium,N C L Research & Financial Services Limited,30557
Others -  Miscella  -  Others,N C L Research & Financial Services Limited,32196
Food Products -  Food Products  -  Others,N E P C Agro Foods Limited,452
Power -  Power  -  Others,N E P C India Limited,500301
Power -  Power  -  Others,N E P C India Limited,21192
Healthcare/Hospitals -  Healthcare,N G Industries Limited,530897
Pharmaceuticals -  Bulk Drugs,N G L Fine-Chem Limited,524774
IT -  Education and Training,N I I T Limited,500304
IT -  Education and Training,N I I T Limited,532541
Food Products -  Solvent Extraction,N K Industries Limited,519494
Financial Services -  NBFC  -  Small / Medium,N P R Finance Limited,530127
Financial Services -  NBFC  -  Small / Medium,N P R Finance Limited,530367
Diversified -  Small / Medium,N R C Limited,503780
Steel -  Steel  -  Others,N R C Limited,532623
Textile -  Textiles  -  Others,Nachmo Knitex Limited,14328
Others -  Miscella  -  Others,Nagarjuna Agri Tech Limited,531832
Agro Inputs -  Pesticides,Nagarjuna Agrichem Limited,524709
Const/Bldg Material -  Construction  -  Infrastructure,Nagarjuna Agrichem Limited,500294
Pharmaceuticals -  Bulk Drugs,Nagarjuna Drugs Limited,30064
Pharmaceuticals -  Bulk Drugs,Nagarjuna Drugs Limited,500075
Agro Inputs -  Pesticides,Nagarjuna Finance Limited,6129
Financial Services -  Broking and Investment Management,Nagreeka Capital & Infrastructure Limited,532895
Textile -  Textiles  -  Others,Nagreeka Capital & Infrastructure Limited,521109
Financial Services -  Financial Services  -  Others,Nagreeka Capital & Infrastructure Limited,532952
Diversified -  Small / Medium,Nahar International Limited,4888
Textile -  Spinning  -  Cotton/Blends,Nahar International Limited,500296
Sugar -  Sugar,Nahar Sugar & Allied Industries Limited,7492
Engineering -  Electronics,Nahar Sugar & Allied Industries Limited,26831
Others,Nahar Sugar & Allied Industries Limited,31365
Others,Nahar Sugar & Allied Industries Limited,521030
Financial Services -  NBFC  -  Small / Medium,Nalin Lease Finance Limited,531212
Financial Services -  NBFC  -  Small / Medium,Nalwa Sons Investments Limited,532256
Others -  Miscella  -  Others,Namaste Exports Limited,26059
Sugar -  Sugar,Naraingarh Sugar Mills Limited,31457
Breweries and Distilleries -  Breweries and Distilleries  -  Others,Narang Industries Limited,23317
Food Products -  Solvent Extraction,Narang Industries Limited,7652
Food Products -  Solvent Extraction,Narang Industries Limited,2162
Chemicals -  Organic Chemicals,Narang Industries Limited,24650
Chemicals -  Organic Chemicals,Narang Industries Limited,526739
Plastic Processing -  Plastic processing  -  Others,Narmada Macplast Drip Irrigation Systems Limited,17431
Others,Nashville Investment & Trading Company Limited,NA
Pharmaceuticals -  Formulations,Natco Pharma Limited,524816
Paper -  Paper  -  Small,Nath Pulp & Paper Mills Limited,502407
Food Products -  Food & Dairy Products,Nath Seeds Limited,26576
Non Ferrous Metals -  Aluminium,Nath Seeds Limited,532234
Auto Ancillaries -  Transmission and Steering,Nath Seeds Limited,20069
Agro Inputs -  Nitrogenous/Phosphatic Fertilisers,Nath Seeds Limited,523630
Agro Inputs -  Nitrogenous/Phosphatic Fertilisers,Nath Seeds Limited,31903
Steel -  Steel  -  Others,Nath Seeds Limited,531651
Others,National Highways Authority Of India,NA
Others,National Highways Authority Of India,507813
Chemicals -  Inorganic Chemicals,National Peroxide Limited,500298
Plastic Processing -  Furniture/Thermoware & Home Products,National Peroxide Limited,526616
sector,cname,bse_code
Auto Ancillaries -  Auto Ancillaries  -  Others,P A E Limited,517230
Auto Ancillaries -  Auto Ancillaries  -  Others,P A E Limited,24792
Food Products -  Animal Products & Hatcheries,P F L Infotech Limited,531769
Non Ferrous Metals -  Aluminium,P G Foils Limited,526747
Mining -  Minerals,P G Foils Limited,31281
Others -  Miscella  -  Others,P G Foils Limited,500143
Others -  Miscella  -  Others,P H I L Corporation Limited,458
Others -  Miscella  -  Others,P H I L Corporation Limited,523642
Steel -  Steel  -  Others,P H I L Corporation Limited,512161
Steel -  Steel  -  Others,P M Telelinnks Limited,513403
Financial Services -  Financial Services  -  Others,P N B Gilts Limited,532366
Cement -  Cement,P R Cements Limited,18042
Engineering -  Engineering Consultancy/Turnkey Services,P S L Limited,526801
Textile -  Textiles  -  Others,Pacific Cotspin Limited,531118
Mining -  Minerals,Pacific Cotspin Limited,523483
Packaging -  Packaging,Pacific Cotspin Limited,23702
Packaging -  Packaging,Pacific Cotspin Limited,531395
Media and Entertainment -  Television Software,Pacific Cotspin Limited,532350
Others -  Miscella  -  Others,Padmanabh Alloys & Polymers Limited,31779
Packaging -  Packaging,Padmanabh Alloys & Polymers Limited,321
Textile -  Composite  -  Readymade Garments,Page Industries Limited,532827
Chemicals -  Organic Chemicals,Page Industries Limited,24178
Chemicals -  Organic Chemicals,Page Industries Limited,511306
IT -  Software  -  Small/Medium,Palsoft Infosystems Limited,11597
Breweries and Distilleries -  Breweries and Distilleries  -  Others,Palsoft Infosystems Limited,23497
Paper -  Paper Products,Pamwi Tissues Limited,2577
Paper -  Paper Products,Pamwi Tissues Limited,13634
Pharmaceuticals -  Bulk Drugs and Formulations,Pamwi Tissues Limited,31440
Pharmaceuticals -  Bulk Drugs and Formulations,Pamwi Tissues Limited,517397
IT -  Software  -  Small/Medium,Pan India Corporation Limited,511525
Tourism / Hotels -  Hotels,Pan India Resort & Land Development Limited,31520
Pharmaceuticals -  Formulations,Pan India Resort & Land Development Limited,531349
Chemicals -  Speciality Chemicals,Pan India Resort & Land Development Limited,524820
Consumer Durables -  TV/Audio/VCR,Pan India Resort & Land Development Limited,32176
Engineering -  Electrical Equipment,Pan India Resort & Land Development Limited,508941
Consumer Durables -  Home Appliances,Panasonic Home Appliances India Company Limited,523307
Cement -  Cement,Panchmahal Cement Limited,2070
Steel -  Steel  -  Others,Panchmahal Steel Limited,513511
Steel -  Steel  -  Others,Panchmahal Steel Limited,531726
Pharmaceuticals -  Formulations,Panjon Limited,26345
Packaging -  Packaging,Pankaj Polymers Limited,531280
Others -  Miscella  -  Others,Pankaj Polymers Limited,531816
Textile -  Textiles  -  Others,Pantaloon Industries Limited,21153
Retail -  Retail,Pantaloon Retail (India) Limited,523574
Packaging -  Packaging,Panther Industrial Products Limited,524055
Packaging -  Packaging,Panther Industrial Products Limited,500322
Packaging -  Packaging,Panther Industrial Products Limited,509820
Agro Inputs -  Pesticides,Paraan Limited,506159
Agro Inputs -  Pesticides,Paraan Limited,533211
Financial Services -  NBFC  -  Small / Medium,Paragon Finance Limited,531255
Financial Services -  NBFC  -  Small / Medium,Paragon Finance Limited,30791
Telecom -  Telecom Equipment,Paragon Finance Limited,530555
Personal Care -  Personal Care  -  Others,Paramount Cosmetics (India) Limited,507970
Steel -  Steel  -  Others,Paramount Cosmetics (India) Limited,13062
Textile -  Textiles  -  Others,Paras Petrofils Limited,521246
Textile -  Textiles  -  Others,Paras Petrofils Limited,11082
Others,Parasrampuria Synthetics Limited,14017
Others,Parasrampuria Synthetics Limited,501482
Pharmaceuticals -  Formulations,Parasrampuria Synthetics Limited,524689
Financial Services -  Investment,Parichay Investments Limited,505525
Financial Services -  Investment,Parichay Investments Limited,12087
Financial Services -  Investment,Parichay Investments Limited,524628
Plantation -  Tea and Coffee,Parichay Investments Limited,8184
Others -  Miscella  -  Others,Parsharti Investment Limited,511702
Real Estate -  Real Estate,Parsharti Investment Limited,532780
Real Estate -  Real Estate,Parsharti Investment Limited,4860
Auto Ancillaries -  Auto Ancillaries  -  Equipment,Parth Industries Limited,26349
Auto Ancillaries -  Auto Ancillaries  -  Equipment,Parth Industries Limited,521080
Auto Ancillaries -  Auto Ancillaries  -  Equipment,Parth Industries Limited,31005
Engineering -  Power Cables,Parth Industries Limited,31662
Engineering -  Power Cables,Parth Industries Limited,26353
Food Products -  Food Products  -  Others,Passari Cellulose Limited,530923
Textile -  Textiles  -  Others,Passari Cellulose Limited,500456
Textile -  Textiles  -  Others,Passari Cellulose Limited,31740
Engineering -  Engineering Consultancy/Turnkey Services,Patel Engineering Limited,531120
Others -  Miscella  -  Others,Patel Integrated Logistics Limited,526381
Engineering -  Light  -  General,Patels Airtemp (I) Limited,517417
Others,Patel`s Widecom (India) Limited,17364
Engineering -  Forging/Casting,Patheja Forgings & Auto-Parts Manufacturers Limited,326
Pharmaceuticals -  Bulk Drugs,Patidar Buildcon Limited,24031
IT -  Software  -  Large,Patni Computer Systems Limited,532517
Textile -  Spinning  -  Cotton (100% EOU),Patspin India Limited,514326
Chemicals -  Speciality Chemicals,Paushak Limited,532742
Const/Bldg Material -  Construction  -  Infrastructure,PBA Infrastructure Limited,532676
sector,cname,bse_code
Plastic Processing -  Plastic processing  -  Others,M B Industries Limited,26863
Textile -  Textiles  -  Others,M B Industries Limited,514242
Pharmaceuticals -  Formulations,M B Industries Limited,7751
Chemicals -  Speciality Chemicals,M K Aromatics Limited,31011
Chemicals -  Speciality Chemicals,M K Aromatics Limited,509196
Agro Inputs -  Nitrogenous/Phosphatic Fertilisers,M P Agro Industries Limited,506543
Others,M P Agro Industries Limited,6822
Others,M P Agro Industries Limited,532440
Engineering -  Telecom Cables,M P Telelinks Limited,31326
Tyres -  Tyres,M P Telelinks Limited,500290
Tyres -  Tyres,M P Telelinks Limited,13242
Tyres -  Tyres,M P Telelinks Limited,NA
Textile -  Textiles  -  Others,M P Telelinks Limited,512424
IT -  Software  -  Small/Medium,M Y M Technologies Limited,31843
IT -  Software  -  Small/Medium,M Y M Technologies Limited,31792
Tourism / Hotels -  Hotels,M Y M Technologies Limited,507836
Others -  Miscella  -  Others,Mackinnon Mackenzie & Company Limited,1874
Others -  Trading,Macro (International) Exports Limited,12600
Mining -  Minerals,Madhav Marble & Granites Limited,515093
Const/Bldg Material -  Construction  -  Infrastructure,Madhucon Projects Limited,531497
Financial Services -  NBFC  -  Small / Medium,Madhucon Projects Limited,11638
Financial Services -  NBFC  -  Small / Medium,Madhucon Projects Limited,515059
Others -  Miscella  -  Others,Madhucon Projects Limited,11000
